Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,THO complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, Arabidopsis thaliana","Essential for coupling transcription elongation to mRNA processing and export. The THO complex facilitates messenger RNA (mRNA) packaging and recruitment of RNA export factors, thereby promoting efficient nuclear export of mature mRNAs and preventing R-loop formation during gene expression.","Hpr1, Mft1, Thp2, Tho2, Tex1","HPR1, MFT1, THP2, THO2, TEX1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,**,**,,**,**,,**; **
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,N/A (complex as named with these specific subunits is yeast-specific; orthologous complexes with different SNAREs exist in other organisms but not this exact composition),"Mediates vesicle fusion at endosomes and the trans-Golgi network, facilitating intracellular trafficking by promoting SNARE-dependent membrane fusion events in the endosomal system.","Tlg2p, Vti1p, Tlg1p, Snc2p","TLG2, VTI1, TLG1, SNC2",(0.98 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.294 + 0.285 + 0.25 + 0.15 = **0.979**
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,"Complex orthologs are found in other fungi, but this specific composition (TLG2, VTI1, TLG1, SNC2) is unique to S. cerevisiae. Direct 1:1 orthologs are not established in human, mouse, C. elegans, or Drosophila melanogaster.","Mediates vesicle fusion at endosomes, primarily involved in endosomal trafficking and membrane fusion within the endosomal system. It is critical for vesicular transport processes, particularly in the prevacuolar compartment and late endosomes.","Tlg2p, Vti1p, Tlg1p, Snc2p","TLG2 (YDR468C), VTI1 (YKR068C), TLG1 (YGR162W), SNC2 (YOR327C)",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
zero-shot,**,**,,**,,,**
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,"The functional Ste12/Dig1/Dig2 complex is unique to S. cerevisiae, although similar (homologous) proteins exist in closely related yeast species; the specific tripartite regulatory complex is best characterized in S. cerevisiae.","This complex is a key transcriptional regulator of mating and invasive growth genes in response to pheromone signaling in yeast. Ste12 is a transcription factor that, when associated with Dig1 and Dig2, regulates the expression of genes required for mating and filamentous/invasive growth by binding to pheromone-responsive elements (PRE) in target promoters. Dig1 and Dig2 act as negative regulators, modulating Ste12's activity and DNA-binding specificity, ensuring appropriate gene expression dynamics in response to extracellular signals.","Ste12, Dig1, Dig2","STE12, DIG1, DIG2",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,"This specific complex (Ste12, Dig1, Dig2) is unique to Saccharomyces cerevisiae and closely related yeast species; homologous regulatory complexes have not been conclusively identified in humans, mice, C. elegans, or Drosophila.","This complex regulates gene transcription in response to pheromone signaling and invasive growth in yeast. Ste12 is a transcription factor whose activity is modulated by association with Dig1 and Dig2, which act as repressors; together, they mediate signal-dependent activation of target genes in mating and filamentation pathways.","Ste12, Dig1, Dig2","STE12, DIG1, DIG2",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,** TRAPP II complex (Transport protein particle II complex),** Saccharomyces cerevisiae (budding yeast),**,**,,,**; **
few-shot,TRAPP II complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","TRAPP II (Transport Protein Particle II) is a multi-subunit tethering complex functioning in the trans-Golgi network. It mediates vesicle tethering and fusion by acting as a guanine nucleotide exchange factor (GEF) for Rab GTPases, primarily facilitating intra-Golgi and endosome-to-Golgi transport.","Trs20p, Trs23p, Trs31p, Trs33p, Bet3p, Bet5p, Trs65p, Trs120p, Trs130p","TRS20, TRS23, TRS31, TRS33, BET3, BET5, TRS65, TRS120, TRS130",(0.97 × 0.3) + (0.92 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.276 + 0.25 + 0.15 = **0.967**
contextual,TRAPP II complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The TRAPP II complex is a multi-subunit tethering complex required for vesicle-mediated transport, specifically for the trafficking from the Golgi to the late Golgi compartments and endosomes. It acts as a guanine nucleotide exchange factor (GEF) for the Ypt31/32 GTPases, facilitating vesicle targeting and membrane fusion events in intracellular trafficking.","Trs120p, Trs130p, Trs65p, Trs33p, Trs31p, Trs23p, Bet3p, Bet5p, Trs20p","TRS120, TRS130, TRS65, TRS33, TRS31, TRS23, BET3, BET5, TRS20",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,CCM Complex (Cerebral Cavernous Malformation Complex),Human (Homo sapiens),,"The CCM complex is primarily involved in maintaining the integrity of the cerebral vasculature by regulating endothelial cell–cell junctions and vascular morphogenesis. Defects in this complex result in cerebral cavernous malformations, characterized by abnormally dilated capillary vessels in the brain, which can lead to strokes and seizures.; List of Proteins in the Complex:; 1. CCM1 protein (KRIT1); 2. CCM2 protein (also known as Malcavernin); 3. CCM3 protein (also known as PDCD10); Corresponding Genes:; 1. KRIT1 gene (encodes CCM1); 2. CCM2 gene (encodes CCM2); 3. PDCD10 gene (encodes CCM3); Presence in Other Listed Organisms:; The core CCM proteins (CCM1, CCM2, CCM3) are also identified in Mouse (Mus musculus) and, to a lesser degree of conservation, in C. elegans (KRI-1, Ccm-2). There is no strong evidence for a homologous CCM complex in Drosophila melanogaster or Saccharomyces cerevisiae.; ---; Confidence Score Calculation:; 1. Consistency of information across different databases/sources: 1.00; (Data about the human CCM complex, its components, and genes are consistent across UniProt, NCBI Gene, OMIM, and recent primary literature.); 2. Supporting experimental data regarding the complex: 1.00; (Multiple experimental studies have elucidated components, complex formation, genetic knockdown phenotypes, and interactions.); 3. Accuracy of corresponding protein-gene mapping: 1.00; (There is a direct, well-established one-to-one mapping in humans between KRIT1–CCM1, CCM2–CCM2, PDCD10–CCM3.); 4. Analysis information being specific to the organism that it is most prominent in: 1.00; (The summary is specific to Homo sapiens, where the CCM complex is most studied.); Equation:; (1.00 * 0.3) + (1.00 * 0.3) + (1.00 * 0.25) + (1.00 * 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = 1.00",,,
few-shot,CCM complex (Cerebral Cavernous Malformations complex),Human,"Mouse, C. elegans, Drosophila melanogaster (orthologs/components are evolutionarily conserved)","The CCM complex regulates vascular endothelial cell-cell junctions, modulates signaling pathways to maintain vascular integrity, and suppresses abnormal blood vessel formation (angiogenesis). Its disruption leads to the pathogenesis of cerebral cavernous malformations—vascular lesions in the central nervous system.","Cerebral cavernous malformation 1 protein (CCM1; a.k.a. KRIT1), Cerebral cavernous malformation 2 protein (CCM2; a.k.a. Malcavernin), Cerebral cavernous malformation 3 protein (CCM3; a.k.a. PDCD10)","KRIT1, CCM2, PDCD10",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,CCM complex (Cerebral Cavernous Malformation complex),Human,"Mouse, C. elegans, Drosophila melanogaster","The CCM complex regulates endothelial cell–cell junctions and vascular integrity through modulation of cytoskeletal dynamics and signaling pathways. Mutations disrupt vascular stability, leading to cerebral cavernous malformations—clusters of dilated capillaries in the central nervous system prone to hemorrhage.","CCM1 (KRIT1), CCM2 (Malcavernin, OSM, Osmosensing scaffold for MEKK3), CCM3 (PDCD10)","KRIT1, CCM2, PDCD10",(0.97 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.285 + 0.25 + 0.15 = **0.976**
zero-shot,** mu-Calpain complex (also known as Calpain-1 complex),** Human (Homo sapiens),**,**,**,,
few-shot,mu-Calpain complex,Human,"Mouse, Rat","The mu-Calpain complex is a calcium-dependent, non-lysosomal cysteine protease involved in the limited proteolysis of specific substrates in the cytosol, impacting cytoskeletal remodeling, signal transduction, cell motility, and apoptosis. Its activation requires micromolar concentrations of Ca²⁺.","Calpain-1 catalytic subunit (also known as mu-calpain large subunit), Calpain small subunit 1","CAPN1, CAPNS1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,mu-Calpain complex,Human,"Mouse, C. elegans, Drosophila melanogaster (homologs), but mu-Calpain (calpain-1) is best studied and most characterized in human and mouse.","Calcium-dependent, non-lysosomal cysteine protease complex involved in the limited proteolysis of substrate proteins, playing roles in cytoskeletal remodeling, signal transduction, and apoptosis.","Calpain-1 catalytic subunit (mu-type), Calpain small regulatory subunit","CAPN1 (calpain 1, catalytic subunit), CAPNS1 (calpain small subunit 1)",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,GINS complex,Homo sapiens (Human),,"The human GINS complex is an essential component of the eukaryotic DNA replication machinery. It plays a critical role in the initiation and progression of DNA replication by participating in the assembly and stability of the CMG (Cdc45-MCM-GINS) helicase complex, which unwinds DNA at replication origins. The GINS complex is necessary for both initiation and elongation steps during DNA replication.; Component Proteins and Corresponding Genes:; 1. GINS1 (Protein: PSF1) — Gene: GINS1; 2. GINS2 (Protein: PSF2) — Gene: GINS2; 3. GINS3 (Protein: PSF3) — Gene: GINS3; 4. GINS4 (Protein: SLD5) — Gene: GINS4; Presence in Other Listed Organisms:; - The GINS complex is also present (as conserved analogs) in Mus musculus (Mouse), Saccharomyces cerevisiae (yeast), Drosophila melanogaster, and Caenorhabditis elegans.; ---",,,**
few-shot,GINS complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","Essential component of the eukaryotic DNA replication machinery. The GINS complex forms part of the CMG (Cdc45-MCM-GINS) helicase, which unwinds DNA at the replication fork, facilitating the initiation and progression of DNA replication during the S phase of the cell cycle.","GINS subunit 1 (PSF1), GINS subunit 2 (PSF2), GINS subunit 3 (PSF3), GINS subunit 4 (SLD5)","GINS1, GINS2, GINS3, GINS4",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,GINS complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae",Essential component of the CMG (Cdc45-MCM-GINS) helicase complex; facilitates the initiation and progression of DNA replication forks by promoting helicase activity at replication origins.,"GINS complex subunit Sld5, GINS complex subunit Psf1, GINS complex subunit Psf2, GINS complex subunit Psf3","SLD5, GINS1 (Psf1), GINS2 (Psf2), GINS3 (Psf3)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,**CMG helicase complex**,**Saccharomyces cerevisiae** (baker's yeast),,"The CMG helicase complex is the main replicative DNA helicase in eukaryotic cells. In S. cerevisiae, it is essential for unwinding the parental double-stranded DNA ahead of the replication fork during S phase. The activity of this complex is crucial for the assembly and progression of the replisome during DNA replication.; Protein Components and Corresponding Genes (S. cerevisiae):; 1. **Cdc45** – *CDC45*; 2. **Mcm2** – *MCM2*; 3. **Mcm3** – *MCM3*; 4. **Mcm4** – *MCM4*; 5. **Mcm5** – *MCM5*; 6. **Mcm6** – *MCM6*; 7. **Mcm7** – *MCM7*; 8. **Sld5** (component of GINS) – *SLD5*; 9. **Psf1** (GINS) – *PSF1*; 10. **Psf2** (GINS) – *PSF2*; 11. **Psf3** (GINS) – *PSF3*; Found in other organisms among the five listed:; - Human; - Mouse; - Drosophila melanogaster; - C. elegans; (The CMG complex is conserved in all these eukaryotes, but the above analysis is specific to S. cerevisiae.); ---; **Confidence Score Calculation**; - Consistency of information across different databases/sources (0.3): 1.00 (highly consistent across SGD, UniProt, Reactome, and primary literature); - Supporting experimental data regarding the complex (0.3): 1.00 (biochemical and genetic studies in yeast strongly support function and composition); - Accuracy of corresponding protein-gene mapping (0.25): 1.00 (directly matched standard nomenclature in S. cerevisiae); - Analysis information being specific to the organism (0.15): 1.00 (fully tailored to S. cerevisiae, with clear separation from other organisms)",,,**
few-shot,CMG helicase complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The CMG (Cdc45-MCM-GINS) helicase complex is the eukaryotic replicative DNA helicase. It unwinds duplex DNA ahead of the replication fork during S phase, enabling DNA polymerases to synthesize the leading and lagging strands during genome replication.","Cdc45p, Mcm2p, Mcm3p, Mcm4p, Mcm5p, Mcm6p, Mcm7p, Sld5p, Psf1p, Psf2p, Psf3p","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, SLD5, PSF1, PSF2, PSF3",(0.97 × 0.3) + (0.92 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.276 + 0.25 + 0.15 = **0.967**
contextual,CMG helicase complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","The CMG (Cdc45-MCM-GINS) helicase complex is the replicative DNA helicase responsible for unwinding duplex DNA at eukaryotic replication forks, essential for DNA replication initiation and elongation.","Cdc45, Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7, Sld5, Psf1, Psf2, Psf3","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, SLD5, PSF1, PSF2, PSF3",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,"** 20S mitochondrial small ribosomal subunit (28S in humans, but often referred to formally as the 20S subunit in complexome studies)",** *Homo sapiens* (Human),,**,,,**; **
few-shot,20S mitochondrial small ribosomal subunit,Saccharomyces cerevisiae,"Found in other fungi (with species-specific subunit composition), but the 20S SSU is structurally and compositionally specific to S. cerevisiae mitochondria.","The 20S mitochondrial small ribosomal subunit is a core component of the mitochondrial ribosome in Saccharomyces cerevisiae (budding yeast). It is essential for mitochondrial protein synthesis, facilitating the decoding of mitochondrial mRNAs and ensuring proper translation of proteins encoded by the mitochondrial genome, which are crucial for oxidative phosphorylation.","Mrp1, Mrp4, Mrp10, Mrp13, Mrp17, Mrps5, Mrps8, Mrps9, Mrps12, Mrps16, Mrps17, Mrps18, Mrps28, Mrps29, Mrps35, Mrps36, Mrps37, Nam9, Rsm18, Rsm19, Rsm22, Rsm24, Rsm26, Rsm27, Rsm28, Rsm29, and others (typically 30+ proteins in total specific to the 20S yeast mtSSU, but key ones are listed here based on high-level evidence).","MRP1, MRP4, MRP10, MRP13, MRP17, MRPS5, MRPS8, MRPS9, MRPS12, MRPS16, MRPS17, MRPS18, MRPS28, MRPS29, MRPS35, MRPS36, MRPS37, NAM9, RSM18, RSM19, RSM22, RSM24, RSM26, RSM27, RSM28, RSM29 (each encoding the corresponding mitoribosomal protein; gene lists may vary slightly based on updates in S. cerevisiae mitochondrial ribosome research).",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,20S mitochondrial small ribosomal subunit,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae, C. elegans","The 20S mitochondrial small ribosomal subunit (mt-SSU) is responsible for decoding mitochondrial mRNAs and initiating protein synthesis within the mitochondria. It forms part of the complete mitochondrial ribosome (mitoribosome), which is essential for translating mitochondrial-encoded proteins involved in oxidative phosphorylation.","MRPS2, MRPS5, MRPS6, MRPS7, MRPS9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS21, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS36, DAP3, PTCD3, TFB1M, C1orf194, CHCHD1, ERAL1, MTG1, NOA1, RPSA, RPS27, RPS28, RPS29","MRPS2, MRPS5, MRPS6, MRPS7, MRPS9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS21, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS36, DAP3, PTCD3, TFB1M, C1orf194, CHCHD1, ERAL1, MTG1, NOA1, RPSA, RPS27, RPS28, RPS29",(0.95 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.2375 + 0.15 = **0.9425**
zero-shot,Cardiac troponin complex,Human (Homo sapiens),,"The cardiac troponin complex is essential for the regulation of cardiac muscle contraction. It mediates the calcium-dependent interaction between actin and myosin, thereby controlling the contraction and relaxation cycle of the heart muscle. Upon calcium binding, the complex undergoes conformational changes that permit muscle contraction.; Proteins in the Complex:; 1. Cardiac Troponin C (TnC); 2. Cardiac Troponin I (TnI); 3. Cardiac Troponin T (TnT); Corresponding Genes:; - Troponin C (TNNI3); - Troponin I (TNNC1); - Troponin T (TNNT2); Other Organisms in Which the Complex is Found (among Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae):; - Mouse (Mus musculus) (with high homology to the human cardiac variant; specific isoforms differ by organism but the complex is conserved functionally at the organ/tissue level.); Self Confidence Score Calculation:; - Consistency of information across different databases/sources: 1.00 (weight 0.3); - Supporting experimental data regarding the complex: 1.00 (weight 0.3); - Accuracy of corresponding protein-gene mapping: 1.00 (weight 0.25); - Analysis information being specific to the organism: 1.00 (weight 0.15); Confidence Score Equation:; (1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00",,,
few-shot,Cardiac troponin complex,Human,"Mouse (Mus musculus), some other vertebrates",Regulates calcium-mediated interaction between actin and myosin in cardiac muscle contraction by controlling the position of tropomyosin on the actin filament; critical for the contraction-relaxation cycle of the human heart.,"Troponin C, cardiac muscle (cTnC); Troponin I, cardiac muscle (cTnI); Troponin T, cardiac muscle (cTnT)","TNNC1 (cTnC), TNNI3 (cTnI), TNNT2 (cTnT)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Cardiac troponin complex,Human,"Mouse, other vertebrates (including rat, cow), not found in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","The cardiac troponin complex regulates calcium-mediated contraction of cardiac muscle by controlling the interaction between actin and myosin filaments. Upon calcium binding, it facilitates conformational changes that enable muscle contraction during the cardiac cycle.","Cardiac troponin C (cTnC), Cardiac troponin I (cTnI), Cardiac troponin T (cTnT)","TNNC1 (cTnC), TNNI3 (cTnI), TNNT2 (cTnT)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
