Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human (Homo sapiens),"This complex components are conserved across mammals but are specific in detail here primarily for humans. In mice, homologous complexes exist, but detailed functional studies confirm the prominence mainly in human cells.","This complex functions primarily as a transcriptional repressor involved in cell cycle regulation, specifically inhibiting the transcription of genes required for S-phase entry, thus controlling cell proliferation and preventing uncontrolled cell growth.","RB1 (Retinoblastoma protein), E2F1 (E2F transcription factor 1), TFDP1 (Transcription factor Dp-1)","RB1 (Gene: RB1), E2F1 (Gene: E2F1), TFDP1 (Gene: TFDP1)",= (0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 0.9) + (0.15 * 0.95); = 0.27 + 0.24 + 0.225 + 0.1425; = 0.8775
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,"The homologous complex components are also found in Mouse, indicating conserved function, but the complex is best characterized in humans.","This complex primarily functions to repress transcription of genes involved in cell cycle progression, particularly those promoting the G1 to S phase transition. RB1 binds to E2F1 and TFDP1, preventing activation of E2F-responsive genes and thus acting as a key tumor suppressor in cell cycle regulation.",,,(0.85 × 0.30) + (0.75 × 0.30) + (0.80 × 0.25) + (0.85 × 0.15) = 0.255 + 0.225 + 0.20 + 0.1275 = **0.8075**
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,"Mouse (notably conserved, but the complex has been characterized more extensively in humans)","In humans, this complex functions as a crucial regulator of cell cycle progression, primarily repressing E2F target genes to inhibit entry into the S-phase. It plays a key role in tumor suppression by controlling cell proliferation and coordinating transcriptional repression during cell cycle exit.",- RB1 (Retinoblastoma protein); - E2F1 (E2F1 transcription factor); - TFDP1 (Transcription factor Dp-1); Corresponding Genes:; - RB1 gene; - E2F1 gene; - TFDP1 gene,,(0.95 × 0.3) + (0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15)
zero-shot,PETISCO,Caenorhabditis elegans,"The PETISCO complex is largely specific to *C. elegans*. There is limited evidence for its presence in other species (notably absent in humans, mice, Drosophila melanogaster, and Saccharomyces cerevisiae).","PETISCO is primarily involved in germline cell development and small RNA pathways, particularly in piRNA biogenesis, in *C. elegans*. It is crucial for the proper regulation of transposable elements and genome integrity in germ cells.",1. PID-3 (PARN-1-interacting protein 3); 2. TOFU-6 (Transposon Freedom Upregulator 6); 3. ERH-2 (Enhancer of rudimentary homolog 2); 4. IFE-3 (Initiation factor eIF3 subunit 3),1. pid-3; 2. tofu-6; 3. erh-2; 4. ife-3,(0.3*1.0) + (0.3*0.9) + (0.25*1.0) + (0.15*1.0) = 0.3 + 0.27 + 0.25 + 0.15 = 0.97
few-shot,PETISCO complex (Pid-1 variant),*Caenorhabditis elegans*,"- The PETISCO complex with Pid-1 variant appears to be *C. elegans*-specific; no confirmed orthologous complex with identical function has been resolved in humans, mice, Drosophila, or Saccharomyces cerevisiae.; Self Confidence Score Calculation:; (Consistency of information across sources): 0.85 × 0.30 = 0.255; (Supporting experimental data): 0.80 × 0.30 = 0.24; (Accuracy of protein-gene mapping): 0.9 × 0.25 = 0.225; (Specificity to *C. elegans*): 1.00 × 0.15 = 0.15; Total Confidence Score = 0.255 + 0.24 + 0.225 + 0.15 = **0.87**","The PETISCO complex, including the Pid-1 variant, plays a critical role in germline development and the biogenesis of Piwi-interacting RNAs (piRNAs), which are essential for transposon silencing and germline maintenance in *C. elegans*. It is involved in the early stages of piRNA precursor processing and ensuring genome integrity in the germline.","- PID-1 (a recruited regulator specific to the Pid-1 variant) and other core components such as IFE-3, TOFU-6, and EGO-1 (although these are part of the broader piRNA pathway, the Pid-1-specific variant focuses on PID-1 itself). Exact composition may vary with specific isoforms and variants.","- whi-102 (encodes PID-1); - other related genes involved in piRNA pathway components include: prg-1, eri-1, and toga-1, but PID-1 is specifically encoded by whi-102.",
contextual,PETISCO (PID-1 variant) complex,*Caenorhabditis elegans*,"Not well characterized outside of *C. elegans*; predominantly studied in this species with limited or no evidence in humans, mice, Drosophila melanogaster, or Saccharomyces cerevisiae.","In *Caenorhabditis elegans*, PETISCO is a cytoplasmic protein complex involved in germline development, particularly in the regulation of piRNA biogenesis and suppression of transposons, contributing to germline integrity and fertility. The PID-1 variant modulates aspects of piRNA pathway regulation within this complex.",,,
zero-shot,PETISCO complex,Caenorhabditis elegans,"The PETISCO complex, as characterized in C. elegans, appears to be specific to this organism. There is limited evidence for its presence in humans, mice, Drosophila melanogaster, or Saccharomyces cerevisiae, suggesting it is either unique or substantially different in these species.","The PETISCO complex in C. elegans is primarily involved in piRNA biogenesis and germline maintenance. It functions as an essential factor in the processing and stabilization of piRNAs, which are critical for transposon silencing and genome integrity in germ cells.",The PETISCO complex in C. elegans consists of the following core proteins:,Corresponding gene identifiers for these proteins are:,(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,PETISCO complex (variant containing TOST-1),*Caenorhabditis elegans*,"The PETISCO complex, particularly with TOST-1 variants, is specific to *C. elegans*; homologous complexes are not well-characterized in the other listed organisms.","In *Caenorhabditis elegans*, the PETISCO complex is primarily involved in the biogenesis of 21U-RNAs (piRNAs), which are essential for germline development and transposon silencing. The TOST-1 variant of PETISCO is believed to modulate or influence specific aspects of piRNA pathway regulation, potentially impacting germline integrity and fertility.",,,(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,PETISCO-tost-1 complex,*Caenorhabditis elegans*,"The PETISCO complex as characterized in *C. elegans* has conserved components found in related piRNA pathways across nematodes and possibly in other invertebrates, but full complex composition appears specific to *C. elegans*. No definitive evidence suggests its presence in humans, mice, Drosophila, or Saccharomyces cerevisiae.","The PETISCO complex in *C. elegans* is primarily involved in germline development and piRNA biogenesis. It plays a critical role in small RNA pathways that suppress transposon activity, ensuring genome stability in the germ cells. The complex has also been implicated in the regulation of RNA processing steps critical for proper embryogenesis.; Proteins in the Complex:; - PID-3 (Protein Interacting with DNA 3); - TOFU-6 (twice for Ttofu-6 homolog, associated with piRNA pathways); - ERH-2 (Enhancer of rudimentary homolog 2); - IFE-3 (eIF4E homolog, involved in RNA binding); Corresponding Genes:; - pid-3; - tofu-6; - erh-2; - ife-3",,,- Consistency across databases/sources: 0.90; - Supporting experimental data: 0.85; - Accuracy of protein-gene mapping: 0.80; - Specificity to *C. elegans*: 0.80; Calculation:; (0.90 × 0.30) + (0.85 × 0.30) + (0.80 × 0.25) + (0.80 × 0.15); = 0.27 + 0.255 + 0.20 + 0.12 = **0.845**; **Final Confidence Score: 0.845**
zero-shot,Ndc80 complex,Human (Homo sapiens),"The Ndc80 complex is also present in Mouse (Mus musculus), Saccharomyces cerevisiae, Drosophila melanogaster, and Caenorhabditis elegans, but its prominence and characterization are most detailed in humans.","The Ndc80 complex is essential for kinetochore-microtubule attachments during mitosis, ensuring proper chromosome segregation by stabilizing kinetochore microtubules. It acts as a critical component of the outer kinetochore, linking centromeres to spindle microtubules and facilitating the tension and attachment necessary for accurate chromosome segregation.",- NDC80 (Human Ndc80); - NUF2; - SPC24; - SPC25,- NDC80 gene; - NUF2 gene; - SPC24 gene; - SPC25 gene,(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,Ndc80 complex,Human,"Mouse, Saccharomyces cerevisiae (budding yeast)","The Ndc80 complex is a core component of the kinetochore, crucial for chromosome segregation during mitosis. It mediates attachment of kinetochores to spindle microtubules, ensuring proper chromosome alignment and segregation.","Ndc80 (also known as Hec1 in humans), Nuf2, Spc24, Spc25","HEC1 (NDC80), NUF2, SPC24, SPC25",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Ndc80 complex,Saccharomyces cerevisiae (baker's yeast),"The Ndc80 complex is conserved across fungi (including S. cerevisiae), humans, mouse, C. elegans, and Drosophila melanogaster, although the question specifies focus on S. cerevisiae, where it is most extensively characterized.","A key component of the kinetochore-microtubule interface that ensures proper chromosome segregation during mitosis by mediating stable attachments to spindle microtubules. It plays a crucial role in kinetochore structure and function, regulating chromosome movement and spindle assembly checkpoint signaling.","Ndc80, Nuf2, Spc24, Spc25","NDC80, NUF2, SPC24, SPC25",(Consistency: 0.90 × 0.30) +; (Experimental support: 0.85 × 0.30) +; (Protein-gene mapping: 0.95 × 0.25) +; (Specificity to S. cerevisiae: 1.00 × 0.15); = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
zero-shot,Human Mis12 Complex,Homo sapiens (human),"The Mis12 complex is also present in Mus musculus (mouse) and Drosophila melanogaster, but it is less characterized or potentially divergent in C. elegans and Saccharomyces cerevisiae.","The human Mis12 complex is a crucial kinetochore component involved in connecting the outer kinetochore to the inner kinetochore and facilitating proper chromosome-microtubule attachment during mitosis. It contributes to kinetochore assembly, stability, and ensuring accurate chromosome segregation.",1. DSN1 (Fanconi anemia-associated nucleases); 2. NSL1 (Nucleolar and spindle-associated protein 1); 3. Mis12 (MIND kinetochore complex component); 4. NNF1 (Nuclear factor-kappa B essential modulator-associated factor 1),1. DSN1 gene (DSN1); 2. NSL1 gene (NSL1); 3. MIS12 gene (MIS12); 4. NNF1 gene (NNF1); Self Confidence Score Calculation:; (Consistency across databases: 0.3 * 1.0) + (Supporting experimental data: 0.3 * 1.0) + (Accuracy of protein-gene mapping: 0.25 * 1.0) + (Organization-specific information: 0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00,
few-shot,Human Mis12 complex,Human,"Mouse, C. elegans, Drosophila melanogaster (presence noted), Saccharomyces cerevisiae (not homologous; absent)","The Human Mis12 complex is a core component of the kinetochore during mitosis, essential for proper chromosome segregation. It links the inner kinetochore plate to the outer kinetochore and facilitates the attachment of microtubules to chromosomes, ensuring accurate chromosome segregation and maintaining genomic stability.","- Ndc80 complex components, such as NUF2 and HEC1 (also known as NDC80); - Mis12 complex components: DSN1, NSL1, KNL1 (also called CASC5), and MIS12; Corresponding Genes:; - DSN1 gene; - NSL1 gene; - KNL1 gene (also known as CASC5); - MIS12 gene; Additional notes:; - The complex is evolutionarily conserved across many eukaryotes, but in humans, it has been extensively characterized.; - The human Mis12 complex forms part of the KMN network, critical for kinetochore-microtubule attachment.",,(0.95 × 0.3) + (0.92 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.276 + 0.25 + 0.15 = **0.961**
contextual,Human Mis12 complex,Human,- Mouse (Mus musculus): homologous proteins and genes; - C. elegans: homologous proteins identified; - Drosophila melanogaster and Saccharomyces cerevisiae have divergent kinetochore complexes; the conserved Mis12 complex components are primarily characterized in mammals.; Self Confidence Score Calculation:; - Consistency of information across sources: 0.90; - Supporting experimental data: 0.85; - Accuracy of protein-gene mapping: 1.00; - Specificity to human organism: 1.00; Weighted sum:; (0.90 × 0.30) + (0.85 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.25 + 0.15; = **0.925**; **Final Confidence Score: 0.93**,"The Human Mis12 complex is a core component of the KMN (KNL1-Mis12-Ndc80) network, essential for kinetochore-microtubule attachment, proper chromosome segregation during mitosis and meiosis, and ensuring genome stability.",,,
zero-shot,THO complex,Homo sapiens (Human),"The THO complex is conserved and found in Saccharomyces cerevisiae (yeast), but its presence in Mouse, C. elegans, and Drosophila melanogaster is less well characterized or not as prominently reported.","The human THO complex is involved in coupling transcription elongation with mRNA processing and export, primarily functioning to facilitate proper mRNP assembly and prevent R-loop accumulation during transcription. It plays a critical role in genome stability by ensuring efficient mRNA maturation and export, thereby preventing transcription-associated genomic instability.","- THOC1 (also known as THO complex subunit 1); - THOC2 (THO complex subunit 2); - THOC3 (THO complex subunit 3); - TXNL4A (THO complex subunit 4) or THOC4; - TFIP11 (Tuftelin interacting protein 11, sometimes associated)",- THOC1 gene (gene symbol: THOC1); - THOC2 gene (gene symbol: THOC2); - THOC3 gene (gene symbol: THOC3); - TXNL4A gene (gene symbol: TXNL4A); - TFIP11 gene (gene symbol: TFIP11),(0.3 * 1.00) + (0.3 * 0.75) + (0.25 * 1.00) + (0.15 * 1.00); = 0.3 + 0.225 + 0.25 + 0.15; = **0.925**
few-shot,THO complex,Saccharomyces cerevisiae,"Drosophila melanogaster, Human, Mouse, C. elegans (presence confirmed, with conserved functions)","The THO complex is involved in coupling transcription to mRNA processing and export in Saccharomyces cerevisiae. It facilitates proper transcription elongation, prevents R-loop formation, and connects to the TREX complex to promote mRNA export from the nucleus.","Tho2p, Hpr1p, Mft1p, Thp2p, Tho4p (also known as Sub2p in some contexts), Tex1p",,(0.85 × 0.30) + (0.80 × 0.30) + (0.75 × 0.30) + (0.80 × 0.15) = 0.255 + 0.24 + 0.225 + 0.12 = **0.84**
contextual,THO complex,Saccharomyces cerevisiae,"The THO complex is conserved across eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster, but it is most extensively characterized and studied in Saccharomyces cerevisiae.",The THO complex is primarily involved in coupling transcription elongation with mRNA processing and export. It plays a crucial role in genome stability by preventing R-loop formation during transcription and ensuring efficient export of processed mRNA from the nucleus in Saccharomyces cerevisiae.,"Tho2, Hpr1, Mft1, Thp2, and Tex1.","THO2, HPR1, MFT1, THP2, TEX1.",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (baker's yeast),"Usually, specific endosomal SNARE complexes such as TLG2-VTI1-TLG1-SNC2 have been characterized mainly in Saccharomyces cerevisiae, with homologous complexes also observed in Drosophila melanogaster and mammals (including humans) with some divergence; however, this particular complex configuration is most prominent and well-characterized in S. cerevisiae.","Facilitates vesicle fusion with endosomal membranes, specifically mediating the trafficking of endosomal cargo through membrane fusion events in the endosomal system. This SNARE complex is essential for endosomal vesicle docking and fusion, contributing to endocytic and retrograde transport pathways.",- TLG2; - VTI1; - TLG1; - SNC2,- TLG2 gene (YGL089W); - VTI1 gene (YPR044C); - TLG1 gene (YPR157C); - SNC2 gene (YMR022C),(0.30 * 1.0) + (0.30 * 0.9) + (0.25 * 1.0) + (0.15 * 1.0) = 0.30 + 0.27 + 0.25 + 0.15 = 0.97
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (yeast),"The TLG2-VTI1-TLG1-SNC2 complex is specifically characterized in Saccharomyces cerevisiae; homologous complexes are known in other fungi, but homologs in humans, mice, C. elegans, and Drosophila melanogaster are less clearly identified or functionally divergent.","This SNARE complex mediates specific vesicle fusion events involved in endosomal trafficking within yeast cells. It primarily functions to facilitate the fusion of endosomal-derived vesicles with target membranes, contributing to protein sorting and recycling pathways critical for endosomal maturation.","TLG2 (Syntaxin 16 homolog), VTI1 (Vesicle transport protein VTI1), TLG1 (Syntaxin endosomal protein TLG1), SNC2 (Vesicle-associated SNARE protein SNC2)",- TLG2 gene; - VTI1 gene; - TLG1 gene; - SNC2 gene,
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (baker's yeast),The TLG2-VTI1-TLG1-SNC2 complex is conserved primarily in *Saccharomyces cerevisiae*. Homologous complexes are found in *Drosophila melanogaster* and *Humans* but with different nomenclature and slightly divergent subunit sequences.,"This SNARE complex mediates the fusion of endosomal membranes with the Golgi apparatus, facilitating retrograde transport within the endomembrane system. It is essential for maintaining proper trafficking and sorting of proteins from endosomes to the Golgi.",,,
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,"The Ste12/Dig1/Dig2 complex is specific to *Saccharomyces cerevisiae*. Similar downstream pathways and analogous proteins are found in other fungi and fungi-like organisms but the exact complex as described is primarily characterized in yeast. It is not prominently found in humans, mice, C. elegans, or Drosophila melanogaster.","This complex functions as a key transcriptional regulator in the yeast *Saccharomyces cerevisiae*, primarily involved in mating pathway signaling and filamentous growth regulation by modulating gene expression in response to environmental cues, especially pheromone signaling. It represses or activates specific target genes depending on the cellular context.",- Ste12 (Transcription factor); - Dig1 (Regulatory co-repressor); - Dig2 (Regulatory co-repressor),- STE12 (gene encoding Ste12); - DIG1 (gene encoding Dig1); - DIG2 (gene encoding Dig2),((0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0)) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
few-shot,Ste12/Dig1/Dig2 Transcription Regulation Complex,Saccharomyces cerevisiae (budding yeast),"While homologous complexes are conserved, the specific Ste12/Dig1/Dig2 complex is notably characterized in Saccharomyces cerevisiae, with some functional analogs in other fungi, but not prominently in humans, mice, C. elegans, or Drosophila melanogaster.","The Ste12/Dig1/Dig2 complex functions as a transcriptional regulator that activates or represses genes involved in mating and filamentation pathways. Ste12 is a key transcription factor mediating responses to pheromone signaling, while Dig1 and Dig2 are co-repressors that modulate Ste12 activity, balancing gene expression during sexual reproduction and morphological changes.",,,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,"Brief homologous functions are observed in some other fungi, but the specific complex as described is most prominent and well-characterized in S. cerevisiae.","This complex is primarily involved in mating and filamentation (pseudohyphal growth) regulation in Saccharomyces cerevisiae. It modulates transcription in response to signaling pathways, notably the pheromone response pathway, and is essential for activating or repressing genes associated with mating type-specific programs, cell cycle regulation, and morphological changes.",- Ste12: a MADS-box transcription factor; - Dig1: a transcriptional repressor (also called Dig1); - Dig2: another repressor protein that interacts with Ste12,"- STE12 (protein: Ste12); - DIG1 (protein: Dig1); - DIG2 (protein: Dig2); Summary:; This transcription complex works through interactions where Dig1 and Dig2 repress or modulate the activity of Ste12. In response to signaling, such as pheromone responses, phosphorylation events reduce this repression, allowing Ste12 to activate target genes involved in mating and filamentation. The complex's regulation ensures precise gene expression control during cellular response to environmental cues.",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),"The TRAPP II complex is conserved in *Drosophila melanogaster*, *Mouse*, and *Human*, but its composition and specific functional emphasis may vary. In *C. elegans*, homologs are less characterized.","The TRAPP II complex functions primarily as a tethering factor involved in late-secretory and endosomal trafficking, specifically mediating vesicle tethering at the Golgi and late endosomal compartments, facilitating proper cargo transport and Golgi maintenance in Saccharomyces cerevisiae (yeast). It plays a crucial role in secretion, maintaining Golgi structure, and in the regulation of vesicular trafficking processes specific to budding yeast.",,,(Consistency of information across sources: 0.30); + (Supporting experimental data: 0.30); + (Gene-protein mapping accuracy: 0.25); + (Specificity to yeast: 0.15); = 0.30 + 0.30 + 0.25 + 0.15 = 1.00
few-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),"The core components are conserved in higher eukaryotes, notably in humans, where homologous proteins form part of the mammalian TRAPP II complex.","The TRAPP II complex functions as a Rab GTPase-binding tethering factor involved in post-Golgi/endosomal trafficking, specifically mediating the transport of vesicles from the Golgi to the plasma membrane and endosomes. It is also implicated in cytokinesis and maintenance of Golgi structure.",- Trs130p; - Trs120p; - Trs65p; - Bet3p; - Bet5p; - Trs85p; - Trs33p; - Trs20p; - Trs31p; Corresponding Genes:; - TRS130 (also known as COA5); - TRS120 (COA4); - TRS65 (TRS65); - BET3 (BET3); - BET5 (BET5); - TRS85 (TRS85); - TRS33 (TRS33); - TRS20 (TRS20); - TRS31 (TRS31),,"(0.85 × 0.3) + (0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) = 0.255 + 0.27 + 0.255 + 0.25 = **1.03**; Since the maximum possible score is capped at 1.00, the final confidence score is **1.00**."
contextual,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),,"The TRAPP II complex functions as a multisubunit tethering complex involved primarily in late stages of vesicle trafficking from the Golgi apparatus to the plasma membrane. It specifically acts as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt31/32, facilitating the tethering and fusion of secretory vesicles in the trans-Golgi network, thereby contributing to proper Golgi organization and post-Golgi trafficking essential for cellular secretion pathways.",,,
zero-shot,CCM complex,Homo sapiens (Human),"The CCM complex is also found in *Mus musculus* (Mouse). It is not characterized in *C. elegans*, *Drosophila melanogaster*, or *Saccharomyces cerevisiae*.","The CCM (Cerebral Cavernous Malformation) complex primarily functions in maintaining vascular integrity by regulating endothelial cell catenin signaling pathways that suppress abnormal blood vessel growth and permeability, thereby preventing cerebral cavernous malformations.",- CCM1 (KRIT1); - CCM2 (MGC4607); - CCM3 (PDCD10),- CCM1 gene: KRIT1; - CCM2 gene: MGC4607; - CCM3 gene: PDCD10,= (0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00); = 0.3 + 0.3 + 0.25 + 0.15; = 1.00
few-shot,CCM complex,Human,The CCM complex orthologs are conserved in mouse and zebrafish; specific detailed functional complexes are predominantly studied and characterized in humans.,"The CCM complex (Cerebral Cavernous Malformation complex) functions primarily in maintaining endothelial cell integrity and vascular stability. It plays a critical role in regulating endothelial junctions and vascular morphogenesis, primarily by modulating Rho GTPase signaling pathways to prevent abnormal blood vessel formation and leakage.",,,(0.85 × 0.3) + (0.9 × 0.3) + (0.8 × 0.3) + (1.0 × 0.15) =; 0.255 + 0.27 + 0.24 + 0.15 = **0.915**
contextual,CCM complex,Human,"The CCM complex components are conserved in Mouse, C. elegans, and Drosophila melanogaster, but the human complex is most extensively characterized.","The CCM (Cerebral Cavernous Malformation) complex functions as a signaling regulatory unit involved in maintaining endothelial cell integrity, vascular structure, and blood-brain barrier stability. It plays a critical role in suppressing aberrant angiogenesis and maintaining vascular stability, with mutations leading to cerebral cavernous malformations.",,,(0.90 × 0.3) + (0.85 × 0.3) + (0.80 × 0.3) + (0.75 × 0.15) = 0.27 + 0.255 + 0.24 + 0.1125 = **0.8775**
zero-shot,mu-Calpain complex,Homo sapiens (Human),The mu-Calpain complex is also found in Mus musculus (Mouse).,"The mu-Calpain complex functions as a calcium-dependent cysteine protease involved in cellular processes such as cytoskeletal remodeling, signal transduction, cell migration, apoptosis, and neuroplasticity. It plays a critical role in modulating protein activity through limited proteolysis, impacting a variety of physiological functions, especially in human tissues.",- CALM1 (Calpain 1 catalytic subunit); - CALM2 (Calpain 2 catalytic subunit); - CAPNS1 (Calpain small subunit 1); - CAPNS2 (Calpain small subunit 2),- CALM1 gene (encoding Calpain 1); - CALM2 gene (encoding Calpain 2); - CAPNS1 gene (encoding Calpain small subunit 1); - CAPNS2 gene (encoding Calpain small subunit 2),(0.3 * 1.00) + (0.3 * 0.95) + (0.25 * 1.00) + (0.15 * 1.00) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,mu-Calpain complex,Human,Mouse,"The mu-Calpain complex functions as a calcium-dependent cysteine protease involved in various cellular processes such as cytoskeletal remodeling, signal transduction, cell motility, and apoptosis. It plays a crucial role specifically in human tissue homeostasis, particularly in neural and muscular tissues.","- CAPN1 (Calpain-1, μ-Calpain catalytic subunit); - CAPNS1 (Calpain small subunit 1, regulatory subunit); Corresponding Genes:; - CAPN1; - CAPNS1",,( (Number of sources confirming the complex in humans / total sources) × 0.30 ) + ( Supporting experimental data in humans / total data points ) × 0.30 + ( Accuracy of gene-protein mapping in human data ) × 0.25 + ( Specificity to human organism ) × 0.15; Assuming:; - Consistent identification across multiple databases (0.9); - Confirmed experimental validation in humans (0.9); - Accurate gene-protein mapping (1.0); - Specificity to human (0.9); Calculation:; (0.9 × 0.30) + (0.9 × 0.30) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.27 + 0.25 + 0.135 = **0.925**
contextual,mu-Calpain complex,Human,,"The human mu-Calpain complex functions as a calcium-dependent cysteine protease involved in regulated proteolysis of various substrates, influencing processes such as cytoskeletal remodeling, cell motility, cell cycle progression, apoptosis, and signal transduction. It plays a critical role in cellular responses to calcium signaling and contributes to tissue remodeling and repair mechanisms.",,,(0.95 × 0.3) + (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.15) = 0.285 + 0.255 + 0.27 + 0.15 = **0.96**
zero-shot,GINS complex,Human,"The GINS complex is also present in Mouse, C. elegans, and Drosophila melanogaster, but within this analysis, the focus remains on Human.","The GINS complex is essential for DNA replication initiation and progression, acting as part of the replicative helicase complex to unwind DNA and facilitate replication fork progression. It is specifically crucial for the stability and activity of the CMG (Cdc45-MCM-GINS) helicase complex in eukaryotic cells to ensure accurate and efficient DNA synthesis during S phase.",- GINS1 (also known as PSF1); - GINS2 (PSF2); - GINS3 (PSF3); - GINS4 (Sld5),- GINS1 gene; - GINS2 gene; - GINS3 gene; - GINS4 gene,(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
few-shot,GINS complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The GINS (GoIIN) complex is essential for the initiation and progression of DNA replication in eukaryotic cells. It forms part of the CMG (Cdc45-MCM-GINS) helicase complex, which unwinds DNA at replication forks, facilitating the recruitment of DNA polymerases and ensuring fork stability during S-phase.","GINS1 (Sld5), GINS2 (Psf2), GINS3 (Psf3), GINS4 (Sld6)","GINS1, GINS2, GINS3, GINS4",(0.30 × 0.3) + (0.30 × 0.3) + (0.30 × 0.3) + (0.30 × 0.3) + (0.25 × 1.0) + (0.3 × 1.0) + (0.3 × 1.0) + (0.15 × 1.0) =; 0.09 + 0.09 + 0.09 + 0.09 + 0.25 + 0.3 + 0.3 + 0.15 = **1.00**
contextual,GINS complex,Human,"The GINS complex is conserved and found in other eukaryotes including Mouse, C. elegans, and Drosophila melanogaster. It is also present in Saccharomyces cerevisiae, indicating its fundamental role in DNA replication across diverse species.","The GINS complex (Go, Ichi, Nii, and San complex) functions as an essential component of the eukaryotic replicative helicase, specifically forming part of the CMG (Cdc45-Mcm2-7-GINS) helicase complex that unwinds DNA at replication forks. In humans, it is crucial for the initiation and progression of DNA replication, ensuring genome stability.",The human GINS complex consists of four core proteins:,The corresponding genes are:,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
